component,date,value,yoy_pct
Housing,2020-04-01,270.366,2.16
Housing,2020-05-01,270.785,2.13
Housing,2020-06-01,271.26,2.03
Housing,2020-07-01,271.942,2.03
Housing,2020-08-01,272.539,2.14
Housing,2020-09-01,272.895,1.99
Housing,2020-10-01,273.154,1.95
Housing,2020-11-01,273.806,2.0
Housing,2020-12-01,274.303,2.02
Housing,2021-01-01,274.397,1.75
Housing,2021-02-01,275.115,1.76
Housing,2021-03-01,275.994,2.1
Housing,2021-04-01,277.391,2.6
Housing,2021-05-01,278.624,2.89
Housing,2021-06-01,279.805,3.15
Housing,2021-07-01,281.084,3.36
Housing,2021-08-01,282.041,3.49
Housing,2021-09-01,283.523,3.89
Housing,2021-10-01,285.563,4.54
Housing,2021-11-01,286.952,4.8
Housing,2021-12-01,288.28,5.1
Housing,2022-01-01,289.914,5.65
Housing,2022-02-01,291.425,5.93
Housing,2022-03-01,293.485,6.34
Housing,2022-04-01,295.413,6.5
Housing,2022-05-01,297.892,6.92
Housing,2022-06-01,300.382,7.35
Housing,2022-07-01,301.868,7.39
Housing,2022-08-01,304.177,7.85
Housing,2022-09-01,306.281,8.03
Housing,2022-10-01,308.076,7.88
Housing,2022-11-01,309.357,7.81
Housing,2022-12-01,311.469,8.04
Housing,2023-01-01,313.812,8.24
Housing,2023-02-01,315.355,8.21
Housing,2023-03-01,316.363,7.8
Housing,2023-04-01,317.366,7.43
Housing,2023-05-01,318.146,6.8
Housing,2023-06-01,319.355,6.32
Housing,2023-07-01,320.552,6.19
Housing,2023-08-01,321.52,5.7
Housing,2023-09-01,323.25,5.54
Housing,2023-10-01,324.251,5.25
Housing,2023-11-01,325.495,5.22
Housing,2023-12-01,326.52,4.83
Housing,2024-01-01,328.419,4.65
Housing,2024-02-01,329.687,4.54
Housing,2024-03-01,331.054,4.64
Housing,2024-04-01,331.697,4.52
Housing,2024-05-01,332.638,4.56
Housing,2024-06-01,333.368,4.39
Housing,2024-07-01,334.461,4.34
Housing,2024-08-01,335.483,4.34
Housing,2024-09-01,336.436,4.08
Housing,2024-10-01,337.826,4.19
Housing,2024-11-01,338.952,4.13
Housing,2024-12-01,339.905,4.1
Housing,2025-01-01,341.068,3.85
Housing,2025-02-01,342.357,3.84
Housing,2025-03-01,343.327,3.71
Housing,2025-04-01,344.85,3.97
Housing,2025-05-01,345.845,3.97
Housing,2025-06-01,346.893,4.06
Housing,2025-07-01,347.642,3.94
Housing,2025-08-01,348.822,3.98
Housing,2025-09-01,349.429,3.86
Housing,2025-11-01,350.853,3.86
Housing,2025-12-01,352.085,3.87
Housing,2026-01-01,352.739,3.78
Housing,2026-02-01,353.699,3.7
Housing,2026-03-01,354.888,3.66
Housing,2026-04-01,357.366,4.09
Housing,2026-05-01,358.244,3.88
Services,1956-01-01,20.7,
Services,1956-02-01,20.7,
Services,1956-03-01,20.7,
Services,1956-04-01,20.8,
Services,1956-05-01,20.8,
Services,1956-06-01,20.9,
Services,1956-07-01,20.9,
Services,1956-08-01,21.0,
Services,1956-09-01,21.1,
Services,1956-10-01,21.1,
Services,1956-11-01,21.2,
Services,1956-12-01,21.3,
Services,1957-01-01,21.4,3.38
Services,1957-02-01,21.4,3.38
Services,1957-03-01,21.6,4.35
Services,1957-04-01,21.6,3.85
Services,1957-05-01,21.7,4.33
Services,1957-06-01,21.8,4.31
Services,1957-07-01,21.8,4.31
Services,1957-08-01,21.9,4.29
Services,1957-09-01,22.0,4.27
Services,1957-10-01,22.1,4.74
Services,1957-11-01,22.2,4.72
Services,1957-12-01,22.2,4.23
Services,1958-01-01,22.3,4.21
Services,1958-02-01,22.4,4.67
Services,1958-03-01,22.4,3.7
Services,1958-04-01,22.5,4.17
Services,1958-05-01,22.6,4.15
Services,1958-06-01,22.6,3.67
Services,1958-07-01,22.7,4.13
Services,1958-08-01,22.7,3.65
Services,1958-09-01,22.8,3.64
Services,1958-10-01,22.8,3.17
Services,1958-11-01,22.8,2.7
Services,1958-12-01,22.8,2.7
Services,1959-01-01,22.9,2.69
Services,1959-02-01,23.0,2.68
Services,1959-03-01,23.0,2.68
Services,1959-04-01,23.1,2.67
Services,1959-05-01,23.2,2.65
Services,1959-06-01,23.2,2.65
Services,1959-07-01,23.3,2.64
Services,1959-08-01,23.4,3.08
Services,1959-09-01,23.5,3.07
Services,1959-10-01,23.6,3.51
Services,1959-11-01,23.6,3.51
Services,1959-12-01,23.7,3.95
Services,1960-01-01,23.7,3.49
Services,1960-02-01,23.8,3.48
Services,1960-03-01,23.9,3.91
Services,1960-04-01,23.9,3.46
Services,1960-05-01,24.0,3.45
Services,1960-06-01,24.0,3.45
Services,1960-07-01,24.1,3.43
Services,1960-08-01,24.1,2.99
Services,1960-09-01,24.2,2.98
Services,1960-10-01,24.2,2.54
Services,1960-11-01,24.3,2.97
Services,1960-12-01,24.3,2.53
Services,1961-01-01,24.4,2.95
Services,1961-02-01,24.4,2.52
Services,1961-03-01,24.4,2.09
Services,1961-04-01,24.5,2.51
Services,1961-05-01,24.5,2.08
Services,1961-06-01,24.5,2.08
Services,1961-07-01,24.5,1.66
Services,1961-08-01,24.6,2.07
Services,1961-09-01,24.6,1.65
Services,1961-10-01,24.7,2.07
Services,1961-11-01,24.7,1.65
Services,1961-12-01,24.8,2.06
Services,1962-01-01,24.8,1.64
Services,1962-02-01,24.8,1.64
Services,1962-03-01,24.9,2.05
Services,1962-04-01,24.9,1.63
Services,1962-05-01,25.0,2.04
Services,1962-06-01,25.0,2.04
Services,1962-07-01,25.1,2.45
Services,1962-08-01,25.1,2.03
Services,1962-09-01,25.1,2.03
Services,1962-10-01,25.1,1.62
Services,1962-11-01,25.2,2.02
Services,1962-12-01,25.2,1.61
Services,1963-01-01,25.3,2.02
Services,1963-02-01,25.3,2.02
Services,1963-03-01,25.3,1.61
Services,1963-04-01,25.4,2.01
Services,1963-05-01,25.4,1.6
Services,1963-06-01,25.5,2.0
Services,1963-07-01,25.5,1.59
Services,1963-08-01,25.6,1.99
Services,1963-09-01,25.6,1.99
Services,1963-10-01,25.6,1.99
Services,1963-11-01,25.7,1.98
Services,1963-12-01,25.8,2.38
Services,1964-01-01,25.8,1.98
Services,1964-02-01,25.8,1.98
Services,1964-03-01,25.8,1.98
Services,1964-04-01,25.9,1.97
Services,1964-05-01,25.9,1.97
Services,1964-06-01,26.0,1.96
Services,1964-07-01,26.0,1.96
Services,1964-08-01,26.0,1.56
Services,1964-09-01,26.0,1.56
Services,1964-10-01,26.1,1.95
Services,1964-11-01,26.2,1.95
Services,1964-12-01,26.2,1.55
Services,1965-01-01,26.3,1.94
Services,1965-02-01,26.4,2.33
Services,1965-03-01,26.4,2.33
Services,1965-04-01,26.5,2.32
Services,1965-05-01,26.5,2.32
Services,1965-06-01,26.5,1.92
Services,1965-07-01,26.6,2.31
Services,1965-08-01,26.6,2.31
Services,1965-09-01,26.7,2.69
Services,1965-10-01,26.8,2.68
Services,1965-11-01,26.9,2.67
Services,1965-12-01,26.9,2.67
Services,1966-01-01,27.0,2.66
Services,1966-02-01,27.0,2.27
Services,1966-03-01,27.1,2.65
Services,1966-04-01,27.3,3.02
Services,1966-05-01,27.4,3.4
Services,1966-06-01,27.5,3.77
Services,1966-07-01,27.7,4.14
Services,1966-08-01,27.7,4.14
Services,1966-09-01,27.9,4.49
Services,1966-10-01,28.0,4.48
Services,1966-11-01,28.2,4.83
Services,1966-12-01,28.2,4.83
Services,1967-01-01,28.3,4.81
Services,1967-02-01,28.4,5.19
Services,1967-03-01,28.5,5.17
Services,1967-04-01,28.6,4.76
Services,1967-05-01,28.6,4.38
Services,1967-06-01,28.8,4.73
Services,1967-07-01,28.8,3.97
Services,1967-08-01,28.9,4.33
Services,1967-09-01,29.0,3.94
Services,1967-10-01,29.2,4.29
Services,1967-11-01,29.2,3.55
Services,1967-12-01,29.4,4.26
Services,1968-01-01,29.5,4.24
Services,1968-02-01,29.6,4.23
Services,1968-03-01,29.8,4.56
Services,1968-04-01,29.9,4.55
Services,1968-05-01,30.0,4.9
Services,1968-06-01,30.2,4.86
Services,1968-07-01,30.4,5.56
Services,1968-08-01,30.6,5.88
Services,1968-09-01,30.7,5.86
Services,1968-10-01,30.9,5.82
Services,1968-11-01,31.0,6.16
Services,1968-12-01,31.2,6.12
Services,1969-01-01,31.4,6.44
Services,1969-02-01,31.5,6.42
Services,1969-03-01,31.8,6.71
Services,1969-04-01,32.0,7.02
Services,1969-05-01,32.2,7.33
Services,1969-06-01,32.3,6.95
Services,1969-07-01,32.5,6.91
Services,1969-08-01,32.7,6.86
Services,1969-09-01,33.0,7.49
Services,1969-10-01,33.1,7.12
Services,1969-11-01,33.3,7.42
Services,1969-12-01,33.5,7.37
Services,1970-01-01,33.8,7.64
Services,1970-02-01,34.0,7.94
Services,1970-03-01,34.4,8.18
Services,1970-04-01,34.6,8.13
Services,1970-05-01,34.8,8.07
Services,1970-06-01,35.0,8.36
Services,1970-07-01,35.2,8.31
Services,1970-08-01,35.4,8.26
Services,1970-09-01,35.6,7.88
Services,1970-10-01,35.8,8.16
Services,1970-11-01,36.0,8.11
Services,1970-12-01,36.2,8.06
Services,1971-01-01,36.4,7.69
Services,1971-02-01,36.5,7.35
Services,1971-03-01,36.5,6.1
Services,1971-04-01,36.6,5.78
Services,1971-05-01,36.7,5.46
Services,1971-06-01,37.0,5.71
Services,1971-07-01,37.1,5.4
Services,1971-08-01,37.3,5.37
Services,1971-09-01,37.4,5.06
Services,1971-10-01,37.5,4.75
Services,1971-11-01,37.6,4.44
Services,1971-12-01,37.7,4.14
Services,1972-01-01,37.9,4.12
Services,1972-02-01,38.0,4.11
Services,1972-03-01,38.1,4.38
Services,1972-04-01,38.2,4.37
Services,1972-05-01,38.3,4.36
Services,1972-06-01,38.4,3.78
Services,1972-07-01,38.5,3.77
Services,1972-08-01,38.6,3.49
Services,1972-09-01,38.7,3.48
Services,1972-10-01,38.8,3.47
Services,1972-11-01,38.9,3.46
Services,1972-12-01,39.0,3.45
Services,1973-01-01,39.1,3.17
Services,1973-02-01,39.2,3.16
Services,1973-03-01,39.4,3.41
Services,1973-04-01,39.5,3.4
Services,1973-05-01,39.6,3.39
Services,1973-06-01,39.8,3.65
Services,1973-07-01,39.9,3.64
Services,1973-08-01,40.2,4.15
Services,1973-09-01,40.5,4.65
Services,1973-10-01,41.0,5.67
Services,1973-11-01,41.3,6.17
Services,1973-12-01,41.5,6.41
Services,1974-01-01,41.8,6.91
Services,1974-02-01,42.0,7.14
Services,1974-03-01,42.4,7.61
Services,1974-04-01,42.6,7.85
Services,1974-05-01,43.1,8.84
Services,1974-06-01,43.5,9.3
Services,1974-07-01,44.0,10.28
Services,1974-08-01,44.5,10.7
Services,1974-09-01,45.0,11.11
Services,1974-10-01,45.4,10.73
Services,1974-11-01,45.8,10.9
Services,1974-12-01,46.2,11.33
Services,1975-01-01,46.5,11.24
Services,1975-02-01,46.9,11.67
Services,1975-03-01,47.0,10.85
Services,1975-04-01,47.3,11.03
Services,1975-05-01,47.5,10.21
Services,1975-06-01,47.8,9.89
Services,1975-07-01,48.0,9.09
Services,1975-08-01,48.3,8.54
Services,1975-09-01,48.7,8.22
Services,1975-10-01,49.0,7.93
Services,1975-11-01,49.6,8.3
Services,1975-12-01,49.9,8.01
Services,1976-01-01,50.5,8.6
Services,1976-02-01,50.8,8.32
Services,1976-03-01,51.1,8.72
Services,1976-04-01,51.3,8.46
Services,1976-05-01,51.4,8.21
Services,1976-06-01,51.7,8.16
Services,1976-07-01,52.1,8.54
Services,1976-08-01,52.4,8.49
Services,1976-09-01,52.8,8.42
Services,1976-10-01,53.1,8.37
Services,1976-11-01,53.4,7.66
Services,1976-12-01,53.7,7.62
Services,1977-01-01,54.1,7.13
Services,1977-02-01,54.4,7.09
Services,1977-03-01,54.8,7.24
Services,1977-04-01,55.2,7.6
Services,1977-05-01,55.4,7.78
Services,1977-06-01,55.8,7.93
Services,1977-07-01,56.3,8.06
Services,1977-08-01,56.6,8.02
Services,1977-09-01,56.9,7.77
Services,1977-10-01,57.2,7.72
Services,1977-11-01,57.6,7.87
Services,1977-12-01,57.9,7.82
Services,1978-01-01,58.3,7.76
Services,1978-02-01,58.7,7.9
Services,1978-03-01,59.1,7.85
Services,1978-04-01,59.6,7.97
Services,1978-05-01,60.0,8.3
Services,1978-06-01,60.5,8.42
Services,1978-07-01,61.0,8.35
Services,1978-08-01,61.5,8.66
Services,1978-09-01,62.1,9.14
Services,1978-10-01,62.6,9.44
Services,1978-11-01,63.1,9.55
Services,1978-12-01,63.3,9.33
Services,1979-01-01,63.8,9.43
Services,1979-02-01,64.4,9.71
Services,1979-03-01,64.9,9.81
Services,1979-04-01,65.5,9.9
Services,1979-05-01,66.2,10.33
Services,1979-06-01,66.8,10.41
Services,1979-07-01,67.6,10.82
Services,1979-08-01,68.5,11.38
Services,1979-09-01,69.2,11.43
Services,1979-10-01,70.1,11.98
Services,1979-11-01,71.1,12.68
Services,1979-12-01,72.0,13.74
Services,1980-01-01,73.1,14.58
Services,1980-02-01,74.1,15.06
Services,1980-03-01,75.4,16.18
Services,1980-04-01,76.6,16.95
Services,1980-05-01,77.6,17.22
Services,1980-06-01,79.0,18.26
Services,1980-07-01,78.5,16.12
Services,1980-08-01,78.5,14.6
Services,1980-09-01,79.0,14.16
Services,1980-10-01,80.0,14.12
Services,1980-11-01,81.1,14.06
Services,1980-12-01,82.2,14.17
Services,1981-01-01,83.0,13.54
Services,1981-02-01,83.7,12.96
Services,1981-03-01,84.4,11.94
Services,1981-04-01,85.3,11.36
Services,1981-05-01,86.4,11.34
Services,1981-06-01,87.5,10.76
Services,1981-07-01,88.9,13.25
Services,1981-08-01,89.9,14.52
Services,1981-09-01,91.2,15.44
Services,1981-10-01,91.7,14.62
Services,1981-11-01,92.5,14.06
Services,1981-12-01,93.0,13.14
Services,1982-01-01,93.5,12.65
Services,1982-02-01,93.9,12.19
Services,1982-03-01,94.0,11.37
Services,1982-04-01,94.9,11.25
Services,1982-05-01,95.7,10.76
Services,1982-06-01,96.5,10.29
Services,1982-07-01,97.0,9.11
Services,1982-08-01,97.6,8.57
Services,1982-09-01,97.6,7.02
Services,1982-10-01,97.9,6.76
Services,1982-11-01,97.7,5.62
Services,1982-12-01,96.9,4.19
Services,1983-01-01,97.5,4.28
Services,1983-02-01,97.9,4.26
Services,1983-03-01,98.1,4.36
Services,1983-04-01,98.7,4.0
Services,1983-05-01,98.9,3.34
Services,1983-06-01,99.2,2.8
Services,1983-07-01,99.6,2.68
Services,1983-08-01,99.8,2.25
Services,1983-09-01,100.2,2.66
Services,1983-10-01,100.7,2.86
Services,1983-11-01,101.3,3.68
Services,1983-12-01,101.6,4.85
Services,1984-01-01,102.1,4.72
Services,1984-02-01,102.6,4.8
Services,1984-03-01,103.0,4.99
Services,1984-04-01,103.5,4.86
Services,1984-05-01,103.9,5.06
Services,1984-06-01,104.2,5.04
Services,1984-07-01,104.9,5.32
Services,1984-08-01,105.4,5.61
Services,1984-09-01,105.9,5.69
Services,1984-10-01,106.3,5.56
Services,1984-11-01,106.7,5.33
Services,1984-12-01,107.1,5.41
Services,1985-01-01,107.4,5.19
Services,1985-02-01,107.9,5.17
Services,1985-03-01,108.4,5.24
Services,1985-04-01,108.7,5.02
Services,1985-05-01,109.4,5.29
Services,1985-06-01,109.8,5.37
Services,1985-07-01,110.3,5.15
Services,1985-08-01,110.7,5.03
Services,1985-09-01,111.0,4.82
Services,1985-10-01,111.5,4.89
Services,1985-11-01,112.1,5.06
Services,1985-12-01,112.5,5.04
Services,1986-01-01,113.1,5.31
Services,1986-02-01,113.5,5.19
Services,1986-03-01,114.1,5.26
Services,1986-04-01,114.6,5.43
Services,1986-05-01,114.8,4.94
Services,1986-06-01,115.5,5.19
Services,1986-07-01,115.7,4.9
Services,1986-08-01,116.1,4.88
Services,1986-09-01,116.5,4.95
Services,1986-10-01,116.9,4.84
Services,1986-11-01,117.2,4.55
Services,1986-12-01,117.5,4.44
Services,1987-01-01,117.9,4.24
Services,1987-02-01,118.3,4.23
Services,1987-03-01,118.6,3.94
Services,1987-04-01,119.2,4.01
Services,1987-05-01,119.6,4.18
Services,1987-06-01,120.0,3.9
Services,1987-07-01,120.3,3.98
Services,1987-08-01,120.9,4.13
Services,1987-09-01,121.4,4.21
Services,1987-10-01,121.8,4.19
Services,1987-11-01,122.2,4.27
Services,1987-12-01,122.6,4.34
Services,1988-01-01,123.0,4.33
Services,1988-02-01,123.5,4.4
Services,1988-03-01,123.9,4.47
Services,1988-04-01,124.4,4.36
Services,1988-05-01,124.8,4.35
Services,1988-06-01,125.4,4.5
Services,1988-07-01,125.8,4.57
Services,1988-08-01,126.4,4.55
Services,1988-09-01,126.9,4.53
Services,1988-10-01,127.5,4.68
Services,1988-11-01,127.9,4.66
Services,1988-12-01,128.4,4.73
Services,1989-01-01,128.9,4.8
Services,1989-02-01,129.4,4.78
Services,1989-03-01,130.0,4.92
Services,1989-04-01,130.5,4.9
Services,1989-05-01,131.1,5.05
Services,1989-06-01,131.6,4.94
Services,1989-07-01,132.3,5.17
Services,1989-08-01,132.8,5.06
Services,1989-09-01,133.1,4.89
Services,1989-10-01,133.7,4.86
Services,1989-11-01,134.3,5.0
Services,1989-12-01,134.9,5.06
Services,1990-01-01,135.4,5.04
Services,1990-02-01,136.0,5.1
Services,1990-03-01,136.8,5.23
Services,1990-04-01,137.4,5.29
Services,1990-05-01,137.9,5.19
Services,1990-06-01,138.8,5.47
Services,1990-07-01,139.6,5.52
Services,1990-08-01,140.6,5.87
Services,1990-09-01,141.1,6.01
Services,1990-10-01,141.6,5.91
Services,1990-11-01,142.2,5.88
Services,1990-12-01,142.7,5.78
Services,1991-01-01,143.7,6.13
Services,1991-02-01,144.4,6.18
Services,1991-03-01,144.7,5.77
Services,1991-04-01,144.9,5.46
Services,1991-05-01,145.4,5.44
Services,1991-06-01,145.9,5.12
Services,1991-07-01,146.5,4.94
Services,1991-08-01,146.9,4.48
Services,1991-09-01,147.6,4.61
Services,1991-10-01,148.0,4.52
Services,1991-11-01,148.5,4.43
Services,1991-12-01,149.2,4.56
Services,1992-01-01,149.6,4.11
Services,1992-02-01,149.9,3.81
Services,1992-03-01,150.4,3.94
Services,1992-04-01,150.9,4.14
Services,1992-05-01,151.3,4.06
Services,1992-06-01,151.7,3.98
Services,1992-07-01,152.2,3.89
Services,1992-08-01,152.6,3.88
Services,1992-09-01,152.9,3.59
Services,1992-10-01,153.7,3.85
Services,1992-11-01,154.3,3.91
Services,1992-12-01,154.7,3.69
Services,1993-01-01,155.3,3.81
Services,1993-02-01,155.6,3.8
Services,1993-03-01,156.0,3.72
Services,1993-04-01,156.7,3.84
Services,1993-05-01,157.3,3.97
Services,1993-06-01,157.8,4.02
Services,1993-07-01,158.1,3.88
Services,1993-08-01,158.6,3.93
Services,1993-09-01,159.0,3.99
Services,1993-10-01,159.4,3.71
Services,1993-11-01,159.9,3.63
Services,1993-12-01,160.5,3.75
Services,1994-01-01,160.8,3.54
Services,1994-02-01,161.4,3.73
Services,1994-03-01,162.0,3.85
Services,1994-04-01,162.2,3.51
Services,1994-05-01,162.4,3.24
Services,1994-06-01,162.8,3.17
Services,1994-07-01,163.1,3.16
Services,1994-08-01,163.8,3.28
Services,1994-09-01,164.1,3.21
Services,1994-10-01,164.5,3.2
Services,1994-11-01,165.0,3.19
Services,1994-12-01,165.2,2.93
Services,1995-01-01,166.0,3.23
Services,1995-02-01,166.5,3.16
Services,1995-03-01,167.1,3.15
Services,1995-04-01,167.7,3.39
Services,1995-05-01,168.1,3.51
Services,1995-06-01,168.5,3.5
Services,1995-07-01,168.9,3.56
Services,1995-08-01,169.3,3.36
Services,1995-09-01,169.7,3.41
Services,1995-10-01,170.3,3.53
Services,1995-11-01,170.7,3.45
Services,1995-12-01,170.9,3.45
Services,1996-01-01,171.5,3.31
Services,1996-02-01,172.0,3.3
Services,1996-03-01,172.4,3.17
Services,1996-04-01,172.8,3.04
Services,1996-05-01,173.4,3.15
Services,1996-06-01,173.8,3.15
Services,1996-07-01,174.4,3.26
Services,1996-08-01,174.9,3.31
Services,1996-09-01,175.4,3.36
Services,1996-10-01,175.8,3.23
Services,1996-11-01,176.3,3.28
Services,1996-12-01,176.7,3.39
Services,1997-01-01,177.3,3.38
Services,1997-02-01,177.6,3.26
Services,1997-03-01,178.0,3.25
Services,1997-04-01,178.4,3.24
Services,1997-05-01,178.7,3.06
Services,1997-06-01,179.2,3.11
Services,1997-07-01,179.7,3.04
Services,1997-08-01,179.9,2.86
Services,1997-09-01,180.4,2.85
Services,1997-10-01,180.9,2.9
Services,1997-11-01,181.4,2.89
Services,1997-12-01,181.7,2.83
Services,1998-01-01,182.1,2.71
Services,1998-02-01,182.3,2.65
Services,1998-03-01,182.8,2.7
Services,1998-04-01,183.3,2.75
Services,1998-05-01,183.7,2.8
Services,1998-06-01,184.0,2.68
Services,1998-07-01,184.3,2.56
Services,1998-08-01,184.7,2.67
Services,1998-09-01,185.1,2.61
Services,1998-10-01,185.5,2.54
Services,1998-11-01,186.0,2.54
Services,1998-12-01,186.4,2.59
Services,1999-01-01,186.6,2.47
Services,1999-02-01,186.9,2.52
Services,1999-03-01,187.4,2.52
Services,1999-04-01,187.9,2.51
Services,1999-05-01,188.1,2.4
Services,1999-06-01,188.3,2.34
Services,1999-07-01,188.9,2.5
Services,1999-08-01,189.3,2.49
Services,1999-09-01,189.8,2.54
Services,1999-10-01,190.2,2.53
Services,1999-11-01,190.9,2.63
Services,1999-12-01,191.2,2.58
Services,2000-01-01,192.0,2.89
Services,2000-02-01,192.5,3.0
Services,2000-03-01,193.1,3.04
Services,2000-04-01,193.5,2.98
Services,2000-05-01,194.0,3.14
Services,2000-06-01,194.9,3.51
Services,2000-07-01,195.7,3.6
Services,2000-08-01,196.3,3.7
Services,2000-09-01,196.9,3.74
Services,2000-10-01,197.7,3.94
Services,2000-11-01,198.1,3.77
Services,2000-12-01,198.8,3.97
Services,2001-01-01,200.6,4.48
Services,2001-02-01,201.2,4.52
Services,2001-03-01,201.6,4.4
Services,2001-04-01,202.0,4.39
Services,2001-05-01,202.7,4.48
Services,2001-06-01,203.5,4.41
Services,2001-07-01,203.8,4.14
Services,2001-08-01,204.4,4.13
Services,2001-09-01,204.5,3.86
Services,2001-10-01,204.8,3.59
Services,2001-11-01,205.6,3.79
Services,2001-12-01,206.1,3.67
Services,2002-01-01,206.8,3.09
Services,2002-02-01,207.5,3.13
Services,2002-03-01,207.9,3.12
Services,2002-04-01,208.5,3.22
Services,2002-05-01,209.0,3.11
Services,2002-06-01,209.3,2.85
Services,2002-07-01,209.9,2.99
Services,2002-08-01,210.6,3.03
Services,2002-09-01,211.1,3.23
Services,2002-10-01,211.7,3.37
Services,2002-11-01,212.4,3.31
Services,2002-12-01,213.0,3.35
Services,2003-01-01,213.7,3.34
Services,2003-02-01,214.2,3.23
Services,2003-03-01,215.0,3.42
Services,2003-04-01,215.1,3.17
Services,2003-05-01,216.0,3.35
Services,2003-06-01,216.2,3.3
Services,2003-07-01,216.8,3.29
Services,2003-08-01,217.2,3.13
Services,2003-09-01,217.8,3.17
Services,2003-10-01,218.4,3.16
Services,2003-11-01,218.6,2.92
Services,2003-12-01,219.0,2.82
Services,2004-01-01,219.7,2.81
Services,2004-02-01,220.1,2.75
Services,2004-03-01,220.8,2.7
Services,2004-04-01,221.4,2.93
Services,2004-05-01,221.9,2.73
Services,2004-06-01,222.7,3.01
Services,2004-07-01,223.2,2.95
Services,2004-08-01,223.7,2.99
Services,2004-09-01,224.2,2.94
Services,2004-10-01,224.6,2.84
Services,2004-11-01,225.4,3.11
Services,2004-12-01,225.8,3.11
Services,2005-01-01,226.2,2.96
Services,2005-02-01,226.9,3.09
Services,2005-03-01,228.0,3.26
Services,2005-04-01,228.5,3.21
Services,2005-05-01,228.9,3.15
Services,2005-06-01,229.1,2.87
Services,2005-07-01,229.9,3.0
Services,2005-08-01,230.4,3.0
Services,2005-09-01,231.4,3.21
Services,2005-10-01,233.1,3.78
Services,2005-11-01,234.2,3.9
Services,2005-12-01,234.4,3.81
Services,2006-01-01,235.5,4.11
Services,2006-02-01,235.9,3.97
Services,2006-03-01,236.5,3.73
Services,2006-04-01,237.1,3.76
Services,2006-05-01,237.8,3.89
Services,2006-06-01,238.5,4.1
Services,2006-07-01,239.2,4.05
Services,2006-08-01,239.9,4.12
Services,2006-09-01,240.7,4.02
Services,2006-10-01,241.0,3.39
Services,2006-11-01,241.7,3.2
Services,2006-12-01,242.4,3.41
Services,2007-01-01,243.214,3.28
Services,2007-02-01,244.091,3.47
Services,2007-03-01,244.743,3.49
Services,2007-04-01,245.315,3.46
Services,2007-05-01,245.896,3.4
Services,2007-06-01,246.645,3.42
Services,2007-07-01,247.065,3.29
Services,2007-08-01,247.505,3.17
Services,2007-09-01,248.248,3.14
Services,2007-10-01,249.054,3.34
Services,2007-11-01,249.818,3.36
Services,2007-12-01,250.546,3.36
Services,2008-01-01,251.254,3.31
Services,2008-02-01,251.827,3.17
Services,2008-03-01,252.919,3.34
Services,2008-04-01,253.59,3.37
Services,2008-05-01,254.677,3.57
Services,2008-06-01,255.839,3.73
Services,2008-07-01,257.074,4.05
Services,2008-08-01,257.56,4.06
Services,2008-09-01,257.582,3.76
Services,2008-10-01,257.712,3.48
Services,2008-11-01,257.821,3.2
Services,2008-12-01,257.988,2.97
Services,2009-01-01,258.453,2.87
Services,2009-02-01,258.656,2.71
Services,2009-03-01,258.744,2.3
Services,2009-04-01,258.698,2.01
Services,2009-05-01,258.584,1.53
Services,2009-06-01,258.686,1.11
Services,2009-07-01,258.747,0.65
Services,2009-08-01,259.285,0.67
Services,2009-09-01,259.523,0.75
Services,2009-10-01,260.011,0.89
Services,2009-11-01,260.213,0.93
Services,2009-12-01,260.285,0.89
Services,2010-01-01,259.833,0.53
Services,2010-02-01,259.97,0.51
Services,2010-03-01,260.342,0.62
Services,2010-04-01,260.672,0.76
Services,2010-05-01,260.932,0.91
Services,2010-06-01,261.188,0.97
Services,2010-07-01,261.525,1.07
Services,2010-08-01,261.722,0.94
Services,2010-09-01,261.884,0.91
Services,2010-10-01,262.075,0.79
Services,2010-11-01,262.41,0.84
Services,2010-12-01,262.733,0.94
Services,2011-01-01,263.159,1.28
Services,2011-02-01,263.701,1.44
Services,2011-03-01,264.114,1.45
Services,2011-04-01,264.465,1.46
Services,2011-05-01,264.86,1.51
Services,2011-06-01,265.284,1.57
Services,2011-07-01,265.962,1.7
Services,2011-08-01,266.69,1.9
Services,2011-09-01,267.123,2.0
Services,2011-10-01,267.52,2.08
Services,2011-11-01,267.829,2.07
Services,2011-12-01,268.463,2.18
Services,2012-01-01,268.94,2.2
Services,2012-02-01,269.034,2.02
Services,2012-03-01,269.562,2.06
Services,2012-04-01,270.105,2.13
Services,2012-05-01,270.363,2.08
Services,2012-06-01,270.956,2.14
Services,2012-07-01,271.392,2.04
Services,2012-08-01,272.071,2.02
Services,2012-09-01,272.691,2.08
Services,2012-10-01,273.242,2.14
Services,2012-11-01,273.783,2.22
Services,2012-12-01,274.437,2.23
Services,2013-01-01,275.121,2.3
Services,2013-02-01,275.756,2.5
Services,2013-03-01,276.207,2.47
Services,2013-04-01,276.473,2.36
Services,2013-05-01,276.955,2.44
Services,2013-06-01,277.441,2.39
Services,2013-07-01,278.142,2.49
Services,2013-08-01,278.743,2.45
Services,2013-09-01,279.396,2.46
Services,2013-10-01,279.756,2.38
Services,2013-11-01,280.332,2.39
Services,2013-12-01,280.891,2.35
Services,2014-01-01,281.729,2.4
Services,2014-02-01,282.328,2.38
Services,2014-03-01,283.543,2.66
Services,2014-04-01,283.778,2.64
Services,2014-05-01,284.678,2.79
Services,2014-06-01,285.109,2.76
