component,date,value,yoy_pct
Food,2017-10-01,250.816,1.3
Food,2017-11-01,250.996,1.4
Food,2017-12-01,251.49,1.6
Food,2018-01-01,252.116,1.7
Food,2018-02-01,252.038,1.42
Food,2018-03-01,252.154,1.26
Food,2018-04-01,252.661,1.32
Food,2018-05-01,252.634,1.17
Food,2018-06-01,252.968,1.38
Food,2018-07-01,253.365,1.37
Food,2018-08-01,253.677,1.39
Food,2018-09-01,254.103,1.4
Food,2018-10-01,254.012,1.27
Food,2018-11-01,254.732,1.49
Food,2018-12-01,255.681,1.67
Food,2019-01-01,256.302,1.66
Food,2019-02-01,256.998,1.97
Food,2019-03-01,257.374,2.07
Food,2019-04-01,257.018,1.72
Food,2019-05-01,257.523,1.94
Food,2019-06-01,257.664,1.86
Food,2019-07-01,257.836,1.76
Food,2019-08-01,258.046,1.72
Food,2019-09-01,258.575,1.76
Food,2019-10-01,259.088,2.0
Food,2019-11-01,259.624,1.92
Food,2019-12-01,260.052,1.71
Food,2020-01-01,260.858,1.78
Food,2020-02-01,261.567,1.78
Food,2020-03-01,262.239,1.89
Food,2020-04-01,265.777,3.41
Food,2020-05-01,267.464,3.86
Food,2020-06-01,268.849,4.34
Food,2020-07-01,267.824,3.87
Food,2020-08-01,268.271,3.96
Food,2020-09-01,268.354,3.78
Food,2020-10-01,269.007,3.83
Food,2020-11-01,269.066,3.64
Food,2020-12-01,270.088,3.86
Food,2021-01-01,270.499,3.7
Food,2021-02-01,270.73,3.5
Food,2021-03-01,270.971,3.33
Food,2021-04-01,272.018,2.35
Food,2021-05-01,273.181,2.14
Food,2021-06-01,275.185,2.36
Food,2021-07-01,276.895,3.39
Food,2021-08-01,278.084,3.66
Food,2021-09-01,280.322,4.46
Food,2021-10-01,282.727,5.1
Food,2021-11-01,284.767,5.84
Food,2021-12-01,286.343,6.02
Food,2022-01-01,288.549,6.67
Food,2022-02-01,291.342,7.61
Food,2022-03-01,293.893,8.46
Food,2022-04-01,296.568,9.03
Food,2022-05-01,299.817,9.75
Food,2022-06-01,302.774,10.03
Food,2022-07-01,305.962,10.5
Food,2022-08-01,308.475,10.93
Food,2022-09-01,310.453,10.75
Food,2022-10-01,312.594,10.56
Food,2022-11-01,314.179,10.33
Food,2022-12-01,315.367,10.14
Food,2023-01-01,316.859,9.81
Food,2023-02-01,318.025,9.16
Food,2023-03-01,318.05,8.22
Food,2023-04-01,318.755,7.48
Food,2023-05-01,319.587,6.59
Food,2023-06-01,319.942,5.67
Food,2023-07-01,320.719,4.82
Food,2023-08-01,321.524,4.23
Food,2023-09-01,321.945,3.7
Food,2023-10-01,322.992,3.33
Food,2023-11-01,323.41,2.94
Food,2023-12-01,323.891,2.7
Food,2024-01-01,324.873,2.53
Food,2024-02-01,325.168,2.25
Food,2024-03-01,325.24,2.26
Food,2024-04-01,325.894,2.24
Food,2024-05-01,326.385,2.13
Food,2024-06-01,327.042,2.22
Food,2024-07-01,327.74,2.19
Food,2024-08-01,328.154,2.06
Food,2024-09-01,329.109,2.23
Food,2024-10-01,329.851,2.12
Food,2024-11-01,330.937,2.33
Food,2024-12-01,331.65,2.4
Food,2025-01-01,332.626,2.39
Food,2025-02-01,333.302,2.5
Food,2025-03-01,334.527,2.86
Food,2025-04-01,334.68,2.7
Food,2025-05-01,335.571,2.81
Food,2025-06-01,336.527,2.9
Food,2025-07-01,336.941,2.81
Food,2025-08-01,338.39,3.12
Food,2025-09-01,339.145,3.05
Food,2025-11-01,339.478,2.92
Food,2025-12-01,341.563,3.21
Food,2026-01-01,342.194,3.18
Food,2026-02-01,343.477,3.26
Food,2026-03-01,343.51,3.06
Food,2026-04-01,345.197,3.19
Food,2026-05-01,345.715,3.3
Housing,1967-01-01,30.5,
Housing,1967-02-01,30.5,
Housing,1967-03-01,30.5,
Housing,1967-04-01,30.6,
Housing,1967-05-01,30.7,
Housing,1967-06-01,30.7,
Housing,1967-07-01,30.8,
Housing,1967-08-01,30.9,
Housing,1967-09-01,31.0,
Housing,1967-10-01,31.0,
Housing,1967-11-01,31.1,
Housing,1967-12-01,31.2,
Housing,1968-01-01,31.3,2.62
Housing,1968-02-01,31.4,2.95
Housing,1968-03-01,31.5,3.28
Housing,1968-04-01,31.6,3.27
Housing,1968-05-01,31.7,3.26
Housing,1968-06-01,31.9,3.91
Housing,1968-07-01,32.1,4.22
Housing,1968-08-01,32.3,4.53
Housing,1968-09-01,32.4,4.52
Housing,1968-10-01,32.5,4.84
Housing,1968-11-01,32.7,5.14
Housing,1968-12-01,32.9,5.45
Housing,1969-01-01,33.0,5.43
Housing,1969-02-01,33.1,5.41
Housing,1969-03-01,33.4,6.03
Housing,1969-04-01,33.6,6.33
Housing,1969-05-01,33.7,6.31
Housing,1969-06-01,33.9,6.27
Housing,1969-07-01,34.1,6.23
Housing,1969-08-01,34.3,6.19
Housing,1969-09-01,34.5,6.48
Housing,1969-10-01,34.7,6.77
Housing,1969-11-01,34.8,6.42
Housing,1969-12-01,35.0,6.38
Housing,1970-01-01,35.1,6.36
Housing,1970-02-01,35.4,6.95
Housing,1970-03-01,35.8,7.19
Housing,1970-04-01,35.9,6.85
Housing,1970-05-01,36.1,7.12
Housing,1970-06-01,36.3,7.08
Housing,1970-07-01,36.5,7.04
Housing,1970-08-01,36.6,6.71
Housing,1970-09-01,36.9,6.96
Housing,1970-10-01,37.1,6.92
Housing,1970-11-01,37.3,7.18
Housing,1970-12-01,37.4,6.86
Housing,1971-01-01,37.5,6.84
Housing,1971-02-01,37.5,5.93
Housing,1971-03-01,37.4,4.47
Housing,1971-04-01,37.4,4.18
Housing,1971-05-01,37.6,4.16
Housing,1971-06-01,37.9,4.41
Housing,1971-07-01,38.1,4.38
Housing,1971-08-01,38.2,4.37
Housing,1971-09-01,38.4,4.07
Housing,1971-10-01,38.5,3.77
Housing,1971-11-01,38.6,3.49
Housing,1971-12-01,38.7,3.48
Housing,1972-01-01,38.9,3.73
Housing,1972-02-01,39.0,4.0
Housing,1972-03-01,39.0,4.28
Housing,1972-04-01,39.1,4.55
Housing,1972-05-01,39.2,4.26
Housing,1972-06-01,39.4,3.96
Housing,1972-07-01,39.6,3.94
Housing,1972-08-01,39.7,3.93
Housing,1972-09-01,39.8,3.65
Housing,1972-10-01,39.8,3.38
Housing,1972-11-01,39.9,3.37
Housing,1972-12-01,40.1,3.62
Housing,1973-01-01,40.1,3.08
Housing,1973-02-01,40.2,3.08
Housing,1973-03-01,40.4,3.59
Housing,1973-04-01,40.5,3.58
Housing,1973-05-01,40.6,3.57
Housing,1973-06-01,40.9,3.81
Housing,1973-07-01,41.0,3.54
Housing,1973-08-01,41.3,4.03
Housing,1973-09-01,41.7,4.77
Housing,1973-10-01,42.1,5.78
Housing,1973-11-01,42.5,6.52
Housing,1973-12-01,42.8,6.73
Housing,1974-01-01,43.3,7.98
Housing,1974-02-01,43.6,8.46
Housing,1974-03-01,44.1,9.16
Housing,1974-04-01,44.4,9.63
Housing,1974-05-01,44.9,10.59
Housing,1974-06-01,45.4,11.0
Housing,1974-07-01,45.9,11.95
Housing,1974-08-01,46.5,12.59
Housing,1974-09-01,47.1,12.95
Housing,1974-10-01,47.7,13.3
Housing,1974-11-01,48.1,13.18
Housing,1974-12-01,48.6,13.55
Housing,1975-01-01,49.0,13.16
Housing,1975-02-01,49.4,13.3
Housing,1975-03-01,49.7,12.7
Housing,1975-04-01,50.0,12.61
Housing,1975-05-01,50.2,11.8
Housing,1975-06-01,50.5,11.23
Housing,1975-07-01,50.7,10.46
Housing,1975-08-01,51.0,9.68
Housing,1975-09-01,51.3,8.92
Housing,1975-10-01,51.5,7.97
Housing,1975-11-01,52.0,8.11
Housing,1975-12-01,52.3,7.61
Housing,1976-01-01,52.6,7.35
Housing,1976-02-01,52.8,6.88
Housing,1976-03-01,52.9,6.44
Housing,1976-04-01,53.1,6.2
Housing,1976-05-01,53.2,5.98
Housing,1976-06-01,53.5,5.94
Housing,1976-07-01,53.8,6.11
Housing,1976-08-01,54.1,6.08
Housing,1976-09-01,54.4,6.04
Housing,1976-10-01,54.6,6.02
Housing,1976-11-01,54.8,5.38
Housing,1976-12-01,55.1,5.35
Housing,1977-01-01,55.6,5.7
Housing,1977-02-01,55.9,5.87
Housing,1977-03-01,56.2,6.24
Housing,1977-04-01,56.5,6.4
Housing,1977-05-01,56.8,6.77
Housing,1977-06-01,57.1,6.73
Housing,1977-07-01,57.6,7.06
Housing,1977-08-01,57.9,7.02
Housing,1977-09-01,58.3,7.17
Housing,1977-10-01,58.6,7.33
Housing,1977-11-01,59.0,7.66
Housing,1977-12-01,59.4,7.8
Housing,1978-01-01,59.7,7.37
Housing,1978-02-01,60.1,7.51
Housing,1978-03-01,60.5,7.65
Housing,1978-04-01,61.0,7.96
Housing,1978-05-01,61.6,8.45
Housing,1978-06-01,62.1,8.76
Housing,1978-07-01,62.7,8.85
Housing,1978-08-01,63.1,8.98
Housing,1978-09-01,63.8,9.43
Housing,1978-10-01,64.5,10.07
Housing,1978-11-01,64.9,10.0
Housing,1978-12-01,65.2,9.76
Housing,1979-01-01,65.7,10.05
Housing,1979-02-01,66.5,10.65
Housing,1979-03-01,67.0,10.74
Housing,1979-04-01,67.7,10.98
Housing,1979-05-01,68.4,11.04
Housing,1979-06-01,69.3,11.59
Housing,1979-07-01,70.2,11.96
Housing,1979-08-01,71.2,12.84
Housing,1979-09-01,72.1,13.01
Housing,1979-10-01,73.1,13.33
Housing,1979-11-01,74.2,14.33
Housing,1979-12-01,75.2,15.34
Housing,1980-01-01,76.2,15.98
Housing,1980-02-01,77.2,16.09
Housing,1980-03-01,78.3,16.87
Housing,1980-04-01,79.4,17.28
Housing,1980-05-01,80.5,17.69
Housing,1980-06-01,82.0,18.33
Housing,1980-07-01,81.5,16.1
Housing,1980-08-01,81.8,14.89
Housing,1980-09-01,82.3,14.15
Housing,1980-10-01,83.4,14.09
Housing,1980-11-01,84.4,13.75
Housing,1980-12-01,85.5,13.7
Housing,1981-01-01,86.1,12.99
Housing,1981-02-01,86.6,12.18
Housing,1981-03-01,87.1,11.24
Housing,1981-04-01,87.8,10.58
Housing,1981-05-01,88.8,10.31
Housing,1981-06-01,89.8,9.51
Housing,1981-07-01,91.3,12.02
Housing,1981-08-01,92.2,12.71
Housing,1981-09-01,93.4,13.49
Housing,1981-10-01,93.4,11.99
Housing,1981-11-01,93.8,11.14
Housing,1981-12-01,94.1,10.06
Housing,1982-01-01,94.4,9.64
Housing,1982-02-01,94.7,9.35
Housing,1982-03-01,94.6,8.61
Housing,1982-04-01,95.4,8.66
Housing,1982-05-01,96.7,8.9
Housing,1982-06-01,97.7,8.8
Housing,1982-07-01,98.1,7.45
Housing,1982-08-01,98.4,6.72
Housing,1982-09-01,98.2,5.14
Housing,1982-10-01,98.6,5.57
Housing,1982-11-01,98.3,4.8
Housing,1982-12-01,97.5,3.61
Housing,1983-01-01,98.0,3.81
Housing,1983-02-01,98.2,3.7
Housing,1983-03-01,98.3,3.91
Housing,1983-04-01,98.9,3.67
Housing,1983-05-01,99.1,2.48
Housing,1983-06-01,99.3,1.64
Housing,1983-07-01,99.7,1.63
Housing,1983-08-01,99.8,1.42
Housing,1983-09-01,100.1,1.93
Housing,1983-10-01,100.4,1.83
Housing,1983-11-01,100.8,2.54
Housing,1983-12-01,101.0,3.59
Housing,1984-01-01,101.5,3.57
Housing,1984-02-01,102.1,3.97
Housing,1984-03-01,102.3,4.07
Housing,1984-04-01,102.9,4.04
Housing,1984-05-01,103.1,4.04
Housing,1984-06-01,103.3,4.03
Housing,1984-07-01,103.9,4.21
Housing,1984-08-01,104.2,4.41
Housing,1984-09-01,104.7,4.6
Housing,1984-10-01,104.9,4.48
Housing,1984-11-01,105.1,4.27
Housing,1984-12-01,105.3,4.26
Housing,1985-01-01,105.5,3.94
Housing,1985-02-01,106.0,3.82
Housing,1985-03-01,106.4,4.01
Housing,1985-04-01,106.7,3.69
Housing,1985-05-01,107.4,4.17
Housing,1985-06-01,107.6,4.16
Housing,1985-07-01,107.9,3.85
Housing,1985-08-01,108.3,3.93
Housing,1985-09-01,108.5,3.63
Housing,1985-10-01,108.9,3.81
Housing,1985-11-01,109.5,4.19
Housing,1985-12-01,109.8,4.27
Housing,1986-01-01,110.1,4.36
Housing,1986-02-01,110.0,3.77
Housing,1986-03-01,110.3,3.67
Housing,1986-04-01,110.4,3.47
Housing,1986-05-01,110.4,2.79
Housing,1986-06-01,110.9,3.07
Housing,1986-07-01,110.9,2.78
Housing,1986-08-01,111.1,2.59
Housing,1986-09-01,111.5,2.76
Housing,1986-10-01,111.6,2.48
Housing,1986-11-01,111.6,1.92
Housing,1986-12-01,111.9,1.91
Housing,1987-01-01,112.3,2.0
Housing,1987-02-01,112.7,2.45
Housing,1987-03-01,113.0,2.45
Housing,1987-04-01,113.5,2.81
Housing,1987-05-01,113.8,3.08
Housing,1987-06-01,114.1,2.89
Housing,1987-07-01,114.3,3.07
Housing,1987-08-01,114.9,3.42
Housing,1987-09-01,115.2,3.32
Housing,1987-10-01,115.5,3.49
Housing,1987-11-01,115.8,3.76
Housing,1987-12-01,116.1,3.75
Housing,1988-01-01,116.4,3.65
Housing,1988-02-01,116.8,3.64
Housing,1988-03-01,117.2,3.72
Housing,1988-04-01,117.6,3.61
Housing,1988-05-01,117.9,3.6
Housing,1988-06-01,118.3,3.68
Housing,1988-07-01,118.6,3.76
Housing,1988-08-01,119.0,3.57
Housing,1988-09-01,119.5,3.73
Housing,1988-10-01,119.9,3.81
Housing,1988-11-01,120.2,3.8
Housing,1988-12-01,120.6,3.88
Housing,1989-01-01,120.9,3.87
Housing,1989-02-01,121.1,3.68
Housing,1989-03-01,121.5,3.67
Housing,1989-04-01,121.9,3.66
Housing,1989-05-01,122.3,3.73
Housing,1989-06-01,122.7,3.72
Housing,1989-07-01,123.3,3.96
Housing,1989-08-01,123.7,3.95
Housing,1989-09-01,123.8,3.6
Housing,1989-10-01,124.5,3.84
Housing,1989-11-01,124.9,3.91
Housing,1989-12-01,125.4,3.98
Housing,1990-01-01,126.1,4.3
Housing,1990-02-01,126.2,4.21
Housing,1990-03-01,126.8,4.36
Housing,1990-04-01,127.1,4.27
Housing,1990-05-01,127.3,4.09
Housing,1990-06-01,128.1,4.4
Housing,1990-07-01,128.7,4.38
Housing,1990-08-01,129.7,4.85
Housing,1990-09-01,130.2,5.17
Housing,1990-10-01,130.6,4.9
Housing,1990-11-01,130.8,4.72
Housing,1990-12-01,131.0,4.47
Housing,1991-01-01,132.0,4.68
Housing,1991-02-01,132.4,4.91
Housing,1991-03-01,132.6,4.57
Housing,1991-04-01,132.7,4.41
Housing,1991-05-01,133.1,4.56
Housing,1991-06-01,133.2,3.98
Housing,1991-07-01,133.6,3.81
Housing,1991-08-01,133.8,3.16
Housing,1991-09-01,134.3,3.15
Housing,1991-10-01,134.7,3.14
Housing,1991-11-01,135.2,3.36
Housing,1991-12-01,135.6,3.51
Housing,1992-01-01,135.9,2.95
Housing,1992-02-01,136.1,2.79
Housing,1992-03-01,136.4,2.87
Housing,1992-04-01,136.7,3.01
Housing,1992-05-01,136.9,2.85
Housing,1992-06-01,137.4,3.15
Housing,1992-07-01,137.7,3.07
Housing,1992-08-01,137.9,3.06
Housing,1992-09-01,138.1,2.83
Housing,1992-10-01,138.6,2.9
Housing,1992-11-01,139.0,2.81
Housing,1992-12-01,139.2,2.65
Housing,1993-01-01,139.6,2.72
Housing,1993-02-01,139.6,2.57
Housing,1993-03-01,140.0,2.64
Housing,1993-04-01,140.6,2.85
Housing,1993-05-01,140.8,2.85
Housing,1993-06-01,141.2,2.77
Housing,1993-07-01,141.3,2.61
Housing,1993-08-01,141.7,2.76
Housing,1993-09-01,142.0,2.82
Housing,1993-10-01,142.3,2.67
Housing,1993-11-01,142.6,2.59
Housing,1993-12-01,143.0,2.73
Housing,1994-01-01,143.2,2.58
Housing,1994-02-01,143.7,2.94
Housing,1994-03-01,144.1,2.93
Housing,1994-04-01,144.0,2.42
Housing,1994-05-01,144.4,2.56
Housing,1994-06-01,144.6,2.41
Housing,1994-07-01,144.8,2.48
Housing,1994-08-01,145.3,2.54
Housing,1994-09-01,145.5,2.46
Housing,1994-10-01,145.7,2.39
Housing,1994-11-01,146.0,2.38
Housing,1994-12-01,146.0,2.1
Housing,1995-01-01,146.6,2.37
Housing,1995-02-01,146.9,2.23
Housing,1995-03-01,147.2,2.15
Housing,1995-04-01,147.6,2.5
Housing,1995-05-01,147.9,2.42
Housing,1995-06-01,148.2,2.49
Housing,1995-07-01,148.6,2.62
Housing,1995-08-01,149.0,2.55
Housing,1995-09-01,149.2,2.54
Housing,1995-10-01,149.8,2.81
Housing,1995-11-01,150.0,2.74
Housing,1995-12-01,150.3,2.95
Housing,1996-01-01,150.9,2.93
Housing,1996-02-01,151.2,2.93
Housing,1996-03-01,151.6,2.99
Housing,1996-04-01,151.9,2.91
Housing,1996-05-01,152.3,2.97
Housing,1996-06-01,152.4,2.83
Housing,1996-07-01,153.0,2.96
Housing,1996-08-01,153.4,2.95
Housing,1996-09-01,153.7,3.02
Housing,1996-10-01,154.0,2.8
Housing,1996-11-01,154.4,2.93
Housing,1996-12-01,154.7,2.93
Housing,1997-01-01,155.3,2.92
Housing,1997-02-01,155.7,2.98
Housing,1997-03-01,155.7,2.7
Housing,1997-04-01,156.0,2.7
Housing,1997-05-01,156.2,2.56
Housing,1997-06-01,156.6,2.76
Housing,1997-07-01,156.9,2.55
Housing,1997-08-01,157.1,2.41
Housing,1997-09-01,157.5,2.47
Housing,1997-10-01,157.8,2.47
Housing,1997-11-01,158.3,2.53
Housing,1997-12-01,158.4,2.39
Housing,1998-01-01,158.7,2.19
Housing,1998-02-01,158.8,1.99
Housing,1998-03-01,159.2,2.25
Housing,1998-04-01,159.6,2.31
Housing,1998-05-01,160.0,2.43
Housing,1998-06-01,160.2,2.3
Housing,1998-07-01,160.5,2.29
Housing,1998-08-01,160.8,2.36
Housing,1998-09-01,161.1,2.29
Housing,1998-10-01,161.5,2.34
Housing,1998-11-01,161.9,2.27
Housing,1998-12-01,162.2,2.4
Housing,1999-01-01,162.2,2.21
Housing,1999-02-01,162.4,2.27
Housing,1999-03-01,162.7,2.2
Housing,1999-04-01,163.1,2.19
Housing,1999-05-01,163.3,2.06
Housing,1999-06-01,163.6,2.12
Housing,1999-07-01,164.0,2.18
Housing,1999-08-01,164.3,2.18
Housing,1999-09-01,164.9,2.36
Housing,1999-10-01,165.1,2.23
Housing,1999-11-01,165.5,2.22
Housing,1999-12-01,165.7,2.16
Housing,2000-01-01,166.5,2.65
Housing,2000-02-01,167.3,3.02
Housing,2000-03-01,167.7,3.07
Housing,2000-04-01,167.9,2.94
Housing,2000-05-01,168.3,3.06
Housing,2000-06-01,169.2,3.42
Housing,2000-07-01,169.9,3.6
Housing,2000-08-01,170.2,3.59
Housing,2000-09-01,171.1,3.76
Housing,2000-10-01,171.8,4.06
Housing,2000-11-01,172.2,4.05
Housing,2000-12-01,172.8,4.28
Housing,2001-01-01,174.5,4.8
Housing,2001-02-01,174.9,4.54
Housing,2001-03-01,175.3,4.53
Housing,2001-04-01,175.4,4.47
Housing,2001-05-01,176.1,4.63
Housing,2001-06-01,176.8,4.49
Housing,2001-07-01,176.8,4.06
Housing,2001-08-01,177.1,4.05
Housing,2001-09-01,177.0,3.45
Housing,2001-10-01,176.9,2.97
Housing,2001-11-01,177.5,3.08
Housing,2001-12-01,177.9,2.95
Housing,2002-01-01,178.3,2.18
Housing,2002-02-01,178.7,2.17
Housing,2002-03-01,179.0,2.11
Housing,2002-04-01,179.5,2.34
Housing,2002-05-01,179.8,2.1
Housing,2002-06-01,180.0,1.81
Housing,2002-07-01,180.2,1.92
Housing,2002-08-01,180.7,2.03
Housing,2002-09-01,181.1,2.32
Housing,2002-10-01,181.5,2.6
Housing,2002-11-01,182.0,2.54
Housing,2002-12-01,182.3,2.47
Housing,2003-01-01,182.9,2.58
Housing,2003-02-01,183.4,2.63
Housing,2003-03-01,184.2,2.91
Housing,2003-04-01,184.0,2.51
Housing,2003-05-01,184.6,2.67
Housing,2003-06-01,184.6,2.56
Housing,2003-07-01,184.9,2.61
Housing,2003-08-01,185.2,2.49
Housing,2003-09-01,185.5,2.43
Housing,2003-10-01,185.9,2.42
Housing,2003-11-01,186.0,2.2
Housing,2003-12-01,186.4,2.25
Housing,2004-01-01,186.9,2.19
Housing,2004-02-01,187.1,2.02
Housing,2004-03-01,187.7,1.9
Housing,2004-04-01,188.3,2.34
Housing,2004-05-01,188.9,2.33
Housing,2004-06-01,189.5,2.65
Housing,2004-07-01,189.9,2.7
Housing,2004-08-01,190.3,2.75
Housing,2004-09-01,190.8,2.86
Housing,2004-10-01,191.2,2.85
Housing,2004-11-01,191.8,3.12
Housing,2004-12-01,192.1,3.06
Housing,2005-01-01,192.3,2.89
Housing,2005-02-01,193.0,3.15
Housing,2005-03-01,193.9,3.3
Housing,2005-04-01,194.3,3.19
Housing,2005-05-01,194.6,3.02
Housing,2005-06-01,194.6,2.69
Housing,2005-07-01,195.4,2.9
Housing,2005-08-01,195.9,2.94
Housing,2005-09-01,196.8,3.14
Housing,2005-10-01,198.7,3.92
Housing,2005-11-01,199.5,4.01
Housing,2005-12-01,199.6,3.9
Housing,2006-01-01,200.5,4.26
Housing,2006-02-01,200.8,4.04
Housing,2006-03-01,201.2,3.76
Housing,2006-04-01,201.6,3.76
Housing,2006-05-01,202.3,3.96
Housing,2006-06-01,202.8,4.21
Housing,2006-07-01,203.4,4.09
Housing,2006-08-01,204.1,4.19
Housing,2006-09-01,204.7,4.01
Housing,2006-10-01,204.8,3.07
Housing,2006-11-01,205.5,3.01
Housing,2006-12-01,206.2,3.31
Housing,2007-01-01,206.788,3.14
Housing,2007-02-01,207.536,3.35
Housing,2007-03-01,208.119,3.44
Housing,2007-04-01,208.518,3.43
Housing,2007-05-01,208.883,3.25
Housing,2007-06-01,209.561,3.33
Housing,2007-07-01,209.743,3.12
Housing,2007-08-01,210.004,2.89
Housing,2007-09-01,210.5,2.83
Housing,2007-10-01,211.057,3.06
Housing,2007-11-01,211.864,3.1
Housing,2007-12-01,212.418,3.02
Housing,2008-01-01,212.873,2.94
Housing,2008-02-01,213.377,2.81
Housing,2008-03-01,214.422,3.03
Housing,2008-04-01,214.997,3.11
Housing,2008-05-01,215.866,3.34
Housing,2008-06-01,216.864,3.48
Housing,2008-07-01,218.014,3.94
Housing,2008-08-01,218.053,3.83
Housing,2008-09-01,217.836,3.49
Housing,2008-10-01,217.705,3.15
Housing,2008-11-01,217.585,2.7
Housing,2008-12-01,217.469,2.38
Housing,2009-01-01,217.631,2.24
Housing,2009-02-01,217.563,1.96
Housing,2009-03-01,217.458,1.42
Housing,2009-04-01,217.304,1.07
Housing,2009-05-01,216.99,0.52
Housing,2009-06-01,216.955,0.04
Housing,2009-07-01,216.581,-0.66
Housing,2009-08-01,216.729,-0.61
Housing,2009-09-01,216.68,-0.53
Housing,2009-10-01,216.942,-0.35
Housing,2009-11-01,216.962,-0.29
Housing,2009-12-01,216.899,-0.26
Housing,2010-01-01,216.206,-0.65
Housing,2010-02-01,216.042,-0.7
Housing,2010-03-01,216.146,-0.6
Housing,2010-04-01,216.092,-0.56
Housing,2010-05-01,216.128,-0.4
Housing,2010-06-01,216.06,-0.41
Housing,2010-07-01,216.214,-0.17
Housing,2010-08-01,216.254,-0.22
Housing,2010-09-01,216.234,-0.21
Housing,2010-10-01,216.359,-0.27
Housing,2010-11-01,216.484,-0.22
Housing,2010-12-01,216.823,-0.04
Housing,2011-01-01,217.061,0.4
Housing,2011-02-01,217.443,0.65
Housing,2011-03-01,217.794,0.76
Housing,2011-04-01,218.186,0.97
Housing,2011-05-01,218.521,1.11
Housing,2011-06-01,218.808,1.27
Housing,2011-07-01,219.386,1.47
Housing,2011-08-01,219.802,1.64
Housing,2011-09-01,220.152,1.81
Housing,2011-10-01,220.447,1.89
Housing,2011-11-01,220.685,1.94
Housing,2011-12-01,220.966,1.91
Housing,2012-01-01,221.096,1.86
Housing,2012-02-01,221.299,1.77
Housing,2012-03-01,221.579,1.74
Housing,2012-04-01,221.992,1.74
Housing,2012-05-01,222.069,1.62
Housing,2012-06-01,222.319,1.6
Housing,2012-07-01,222.508,1.42
Housing,2012-08-01,223.031,1.47
Housing,2012-09-01,223.463,1.5
Housing,2012-10-01,223.949,1.59
Housing,2012-11-01,224.504,1.73
Housing,2012-12-01,224.757,1.72
Housing,2013-01-01,225.106,1.81
Housing,2013-02-01,225.58,1.93
Housing,2013-03-01,225.769,1.89
Housing,2013-04-01,226.299,1.94
Housing,2013-05-01,226.949,2.2
Housing,2013-06-01,227.324,2.25
Housing,2013-07-01,227.579,2.28
Housing,2013-08-01,227.911,2.19
Housing,2013-09-01,228.354,2.19
Housing,2013-10-01,228.584,2.07
Housing,2013-11-01,229.119,2.06
Housing,2013-12-01,229.623,2.17
Housing,2014-01-01,230.52,2.41
Housing,2014-02-01,231.084,2.44
Housing,2014-03-01,232.119,2.81
Housing,2014-04-01,232.014,2.53
Housing,2014-05-01,232.785,2.57
Housing,2014-06-01,233.117,2.55
Housing,2014-07-01,233.695,2.69
Housing,2014-08-01,233.928,2.64
Housing,2014-09-01,234.234,2.57
Housing,2014-10-01,234.656,2.66
Housing,2014-11-01,235.0,2.57
Housing,2014-12-01,235.425,2.53
Housing,2015-01-01,235.735,2.26
Housing,2015-02-01,236.2,2.21
Housing,2015-03-01,236.602,1.93
Housing,2015-04-01,237.086,2.19
Housing,2015-05-01,237.21,1.9
Housing,2015-06-01,237.804,2.01
Housing,2015-07-01,238.334,1.99
Housing,2015-08-01,238.7,2.04
Housing,2015-09-01,239.236,2.14
Housing,2015-10-01,239.593,2.1
Housing,2015-11-01,240.001,2.13
Housing,2015-12-01,240.224,2.04
Housing,2016-01-01,240.673,2.09
Housing,2016-02-01,241.124,2.08
Housing,2016-03-01,241.587,2.11
Housing,2016-04-01,242.071,2.1
Housing,2016-05-01,242.833,2.37
Housing,2016-06-01,243.515,2.4
Housing,2016-07-01,244.224,2.47
Housing,2016-08-01,244.911,2.6
Housing,2016-09-01,245.755,2.72
Housing,2016-10-01,246.48,2.87
Housing,2016-11-01,246.985,2.91
Housing,2016-12-01,247.543,3.05
Housing,2017-01-01,248.164,3.11
Housing,2017-02-01,248.807,3.19
Housing,2017-03-01,249.098,3.11
Housing,2017-04-01,249.8,3.19
Housing,2017-05-01,250.408,3.12
Housing,2017-06-01,250.933,3.05
Housing,2017-07-01,251.21,2.86
Housing,2017-08-01,252.086,2.93
Housing,2017-09-01,252.603,2.79
Housing,2017-10-01,253.292,2.76
Housing,2017-11-01,253.798,2.76
Housing,2017-12-01,254.575,2.84
Housing,2018-01-01,255.117,2.8
Housing,2018-02-01,255.827,2.82
Housing,2018-03-01,256.508,2.97
Housing,2018-04-01,257.232,2.98
Housing,2018-05-01,257.894,2.99
Housing,2018-06-01,258.004,2.82
Housing,2018-07-01,258.594,2.94
Housing,2018-08-01,259.39,2.9
Housing,2018-09-01,259.582,2.76
Housing,2018-10-01,260.391,2.8
Housing,2018-11-01,261.054,2.86
Housing,2018-12-01,262.124,2.97
Housing,2019-01-01,262.46,2.88
Housing,2019-02-01,263.144,2.86
Housing,2019-03-01,263.951,2.9
Housing,2019-04-01,264.649,2.88
Housing,2019-05-01,265.129,2.81
Housing,2019-06-01,265.866,3.05
Housing,2019-07-01,266.527,3.07
Housing,2019-08-01,266.832,2.87
Housing,2019-09-01,267.574,3.08
Housing,2019-10-01,267.93,2.9
Housing,2019-11-01,268.444,2.83
Housing,2019-12-01,268.86,2.57
Housing,2020-01-01,269.689,2.75
Housing,2020-02-01,270.365,2.74
Housing,2020-03-01,270.321,2.41
