series_id        ,year,period,       value
APU0000705121    ,2009,M11,       3.176
APU0000705121    ,2009,M12,       3.242
APU0000705121    ,2010,M01,       3.160
APU0000705121    ,2010,M02,       3.068
APU0000705121    ,2010,M03,       3.025
APU0000705121    ,2010,M04,       3.110
APU0000705121    ,2010,M05,       3.175
APU0000705121    ,2010,M06,       3.231
APU0000705121    ,2010,M07,       3.248
APU0000705121    ,2010,M08,       3.295
APU0000705121    ,2010,M09,       3.339
APU0000705121    ,2010,M10,       3.377
APU0000705121    ,2010,M11,       3.324
APU0000705121    ,2010,M12,       3.322
APU0000705121    ,2011,M01,       3.407
APU0000705121    ,2011,M02,       3.359
APU0000705121    ,2011,M03,       3.386
APU0000705121    ,2011,M04,       3.472
APU0000705121    ,2011,M05,       3.179
APU0000705121    ,2011,M06,       3.033
APU0000705121    ,2011,M07,       3.071
APU0000705121    ,2011,M08,       2.993
APU0000705121    ,2011,M09,       2.977
APU0000705121    ,2011,M10,       3.024
APU0000705121    ,2011,M11,       2.935
APU0000705121    ,2011,M12,       2.945
APU0000705121    ,2012,M01,       2.979
APU0000705121    ,2012,M02,       2.961
APU0000705121    ,2012,M03,       2.960
APU0000705121    ,2012,M04,       2.869
APU0000705121    ,2012,M05,       2.952
APU0000705121    ,2012,M06,       2.942
APU0000705121    ,2012,M07,       2.905
APU0000705121    ,2012,M08,       2.903
APU0000705121    ,2012,M09,       2.798
APU0000705121    ,2012,M10,       2.895
APU0000705121    ,2012,M11,       3.003
APU0000705121    ,2012,M12,       2.911
APU0000705121    ,2013,M01,       2.966
APU0000705121    ,2013,M02,       2.942
APU0000705121    ,2013,M03,       2.938
APU0000705121    ,2013,M04,       3.053
APU0000705121    ,2013,M05,       3.054
APU0000705121    ,2013,M06,       3.167
APU0000705121    ,2013,M07,       3.009
APU0000705121    ,2013,M08,       3.143
APU0000705121    ,2013,M09,       3.141
APU0000705121    ,2013,M10,       3.175
APU0000705121    ,2013,M11,       3.021
APU0000705121    ,2013,M12,       3.016
APU0000705121    ,2014,M01,       3.192
APU0000705121    ,2014,M02,       3.106
APU0000705121    ,2014,M03,       3.055
APU0000705121    ,2014,M04,       3.013
APU0000705121    ,2014,M05,       3.011
APU0000705121    ,2014,M06,       2.905
APU0000705121    ,2014,M07,       2.880
APU0000705121    ,2014,M08,       2.939
APU0000705121    ,2014,M09,       3.084
APU0000705121    ,2014,M10,       2.977
APU0000705121    ,2014,M11,       2.974
APU0000705121    ,2014,M12,       3.005
APU0000705121    ,2015,M01,       2.957
APU0000705121    ,2015,M02,       3.038
APU0000705121    ,2015,M03,       2.956
APU0000705121    ,2015,M04,       2.980
APU0000705121    ,2015,M05,       2.846
APU0000705121    ,2015,M06,       2.799
APU0000705121    ,2015,M07,       2.820
APU0000705121    ,2015,M08,       2.817
APU0000705121    ,2015,M09,       2.756
APU0000705121    ,2015,M10,       2.650
APU0000705121    ,2015,M11,       2.598
APU0000705121    ,2015,M12,       2.630
APU0000705121    ,2016,M01,       2.634
APU0000705121    ,2016,M02,       2.653
APU0000705121    ,2016,M03,       2.702
APU0000705121    ,2016,M04,       2.628
APU0000705121    ,2016,M05,       2.643
APU0000705121    ,2016,M06,       2.654
APU0000705121    ,2016,M07,       2.620
APU0000705121    ,2016,M08,       2.655
APU0000705121    ,2016,M09,       2.657
APU0000705121    ,2016,M10,       2.718
APU0000705121    ,2016,M11,       2.619
APU0000705121    ,2016,M12,       2.625
APU0000705121    ,2017,M01,       2.637
APU0000705121    ,2017,M02,       2.633
APU0000705121    ,2017,M03,       2.672
APU0000705121    ,2017,M04,       2.592
APU0000705121    ,2017,M05,       2.763
APU0000705121    ,2017,M06,       2.800
APU0000705121    ,2017,M07,       2.814
APU0000705121    ,2017,M08,       2.793
APU0000705121    ,2017,M09,       2.809
APU0000705121    ,2017,M10,       2.757
APU0000705121    ,2017,M11,       2.839
APU0000705121    ,2017,M12,       2.808
APU0000705121    ,2018,M01,       2.528
APU0000705121    ,2018,M02,       2.593
APU0000705121    ,2018,M03,       2.719
APU0000705121    ,2018,M04,       2.605
APU0000705121    ,2018,M05,       2.754
APU0000705121    ,2018,M06,       2.690
APU0000705121    ,2018,M07,       2.654
APU0000705121    ,2018,M08,       2.718
APU0000705121    ,2018,M09,       2.677
APU0000705121    ,2018,M10,       2.841
APU0000705121    ,2018,M11,       2.642
APU0000705121    ,2018,M12,       2.632
APU0000705121    ,2019,M01,       2.624
APU0000705121    ,2019,M02,       2.599
APU0000705121    ,2019,M03,       2.604
APU0000705121    ,2019,M04,       2.625
APU0000705121    ,2019,M05,       2.687
APU0000705121    ,2019,M06,       2.837
APU0000705121    ,2019,M07,       2.719
APU0000705121    ,2019,M08,       2.777
APU0000705121    ,2019,M09,       2.791
APU0000705121    ,2025,M10,           -
APU0000706111    ,1995,M01,       0.897
APU0000706111    ,1995,M02,       0.893
APU0000706111    ,1995,M03,       0.917
APU0000706111    ,1995,M04,       0.911
APU0000706111    ,1995,M05,       0.891
APU0000706111    ,1995,M06,       0.908
APU0000706111    ,1995,M07,       0.919
APU0000706111    ,1995,M08,       0.908
APU0000706111    ,1995,M09,       0.939
APU0000706111    ,1995,M10,       0.930
APU0000706111    ,1995,M11,       0.948
APU0000706111    ,1995,M12,       0.939
APU0000706111    ,1996,M01,       0.941
APU0000706111    ,1996,M02,       0.940
APU0000706111    ,1996,M03,       0.933
APU0000706111    ,1996,M04,       0.947
APU0000706111    ,1996,M05,       0.949
APU0000706111    ,1996,M06,       0.968
APU0000706111    ,1996,M07,       0.972
APU0000706111    ,1996,M08,       0.990
APU0000706111    ,1996,M09,       1.006
APU0000706111    ,1996,M10,       1.021
APU0000706111    ,1996,M11,       1.003
APU0000706111    ,1996,M12,       1.002
APU0000706111    ,1997,M01,       1.016
APU0000706111    ,1997,M02,       1.008
APU0000706111    ,1997,M03,       1.009
APU0000706111    ,1997,M04,       1.002
APU0000706111    ,1997,M05,       1.007
APU0000706111    ,1997,M06,       0.993
APU0000706111    ,1997,M07,       1.005
APU0000706111    ,1997,M08,       0.988
APU0000706111    ,1997,M09,       0.992
APU0000706111    ,1997,M10,       0.984
APU0000706111    ,1997,M11,       1.018
APU0000706111    ,1997,M12,       1.001
APU0000706111    ,1998,M01,       1.022
APU0000706111    ,1998,M02,       1.007
APU0000706111    ,1998,M03,       1.032
APU0000706111    ,1998,M04,       1.029
APU0000706111    ,1998,M05,       1.032
APU0000706111    ,1998,M06,       1.016
APU0000706111    ,1998,M07,       1.033
APU0000706111    ,1998,M08,       1.059
APU0000706111    ,1998,M09,       1.074
APU0000706111    ,1998,M10,       1.076
APU0000706111    ,1998,M11,       1.084
APU0000706111    ,1998,M12,       1.060
APU0000706111    ,1999,M01,       1.072
APU0000706111    ,1999,M02,       1.064
APU0000706111    ,1999,M03,       1.057
APU0000706111    ,1999,M04,       1.057
APU0000706111    ,1999,M05,       1.026
APU0000706111    ,1999,M06,       1.041
APU0000706111    ,1999,M07,       1.045
APU0000706111    ,1999,M08,       1.043
APU0000706111    ,1999,M09,       1.080
APU0000706111    ,1999,M10,       1.055
APU0000706111    ,1999,M11,       1.078
APU0000706111    ,1999,M12,       1.053
APU0000706111    ,2000,M01,       1.059
APU0000706111    ,2000,M02,       1.046
APU0000706111    ,2000,M03,       1.064
APU0000706111    ,2000,M04,       1.069
APU0000706111    ,2000,M05,       1.052
APU0000706111    ,2000,M06,       1.069
APU0000706111    ,2000,M07,       1.089
APU0000706111    ,2000,M08,       1.086
APU0000706111    ,2000,M09,       1.087
APU0000706111    ,2000,M10,       1.090
APU0000706111    ,2000,M11,       1.065
APU0000706111    ,2000,M12,       1.078
APU0000706111    ,2001,M01,       1.091
APU0000706111    ,2001,M02,       1.090
APU0000706111    ,2001,M03,       1.103
APU0000706111    ,2001,M04,       1.101
APU0000706111    ,2001,M05,       1.095
APU0000706111    ,2001,M06,       1.106
APU0000706111    ,2001,M07,       1.102
APU0000706111    ,2001,M08,       1.110
APU0000706111    ,2001,M09,       1.107
APU0000706111    ,2001,M10,       1.115
APU0000706111    ,2001,M11,       1.133
APU0000706111    ,2001,M12,       1.109
APU0000706111    ,2002,M01,       1.091
APU0000706111    ,2002,M02,       1.111
APU0000706111    ,2002,M03,       1.110
APU0000706111    ,2002,M04,       1.110
APU0000706111    ,2002,M05,       1.094
APU0000706111    ,2002,M06,       1.066
APU0000706111    ,2002,M07,       1.077
APU0000706111    ,2002,M08,       1.035
APU0000706111    ,2002,M09,       1.074
APU0000706111    ,2002,M10,       1.027
APU0000706111    ,2002,M11,       1.044
APU0000706111    ,2002,M12,       1.048
APU0000706111    ,2003,M01,       1.004
APU0000706111    ,2003,M02,       1.031
APU0000706111    ,2003,M03,       1.049
APU0000706111    ,2003,M04,       1.053
APU0000706111    ,2003,M05,       1.031
APU0000706111    ,2003,M06,       1.033
APU0000706111    ,2003,M07,       1.027
APU0000706111    ,2003,M08,       1.023
APU0000706111    ,2003,M09,       1.022
APU0000706111    ,2003,M10,       1.022
APU0000706111    ,2003,M11,       1.068
APU0000706111    ,2003,M12,       1.050
APU0000706111    ,2004,M01,       1.062
APU0000706111    ,2004,M02,       1.060
APU0000706111    ,2004,M03,       1.100
APU0000706111    ,2004,M04,       1.120
APU0000706111    ,2004,M05,       1.039
APU0000706111    ,2004,M06,       1.060
APU0000706111    ,2004,M07,       1.077
APU0000706111    ,2004,M08,       1.092
APU0000706111    ,2004,M09,       1.078
APU0000706111    ,2004,M10,       1.078
APU0000706111    ,2004,M11,       1.039
APU0000706111    ,2004,M12,       1.030
APU0000706111    ,2005,M01,       1.026
APU0000706111    ,2005,M02,       1.038
APU0000706111    ,2005,M03,       1.061
APU0000706111    ,2005,M04,       1.070
APU0000706111    ,2005,M05,       1.052
APU0000706111    ,2005,M06,       1.075
APU0000706111    ,2005,M07,       1.067
APU0000706111    ,2005,M08,       1.042
APU0000706111    ,2005,M09,       1.056
APU0000706111    ,2005,M10,       1.062
APU0000706111    ,2005,M11,       1.059
APU0000706111    ,2005,M12,       1.061
APU0000706111    ,2006,M01,       1.062
APU0000706111    ,2006,M02,       1.045
APU0000706111    ,2006,M03,       1.047
APU0000706111    ,2006,M04,       1.054
APU0000706111    ,2006,M05,       1.034
APU0000706111    ,2006,M06,       1.055
APU0000706111    ,2006,M07,       1.040
APU0000706111    ,2006,M08,       1.048
APU0000706111    ,2006,M09,       1.063
APU0000706111    ,2006,M10,       1.038
APU0000706111    ,2006,M11,       1.049
APU0000706111    ,2006,M12,       1.057
APU0000706111    ,2007,M01,       1.033
APU0000706111    ,2007,M02,       1.039
APU0000706111    ,2007,M03,       1.064
APU0000706111    ,2007,M04,       1.115
APU0000706111    ,2007,M05,       1.118
APU0000706111    ,2007,M06,       1.134
APU0000706111    ,2007,M07,       1.130
APU0000706111    ,2007,M08,       1.145
APU0000706111    ,2007,M09,       1.142
APU0000706111    ,2007,M10,       1.135
APU0000706111    ,2007,M11,       1.161
APU0000706111    ,2007,M12,       1.166
APU0000706111    ,2008,M01,       1.163
APU0000706111    ,2008,M02,       1.159
APU0000706111    ,2008,M03,       1.168
APU0000706111    ,2008,M04,       1.176
APU0000706111    ,2008,M05,       1.194
APU0000706111    ,2008,M06,       1.181
APU0000706111    ,2008,M07,       1.191
APU0000706111    ,2008,M08,       1.223
APU0000706111    ,2008,M09,       1.214
APU0000706111    ,2008,M10,       1.205
APU0000706111    ,2008,M11,       1.304
APU0000706111    ,2008,M12,       1.305
APU0000706111    ,2009,M01,       1.292
APU0000706111    ,2009,M02,       1.290
APU0000706111    ,2009,M03,       1.301
APU0000706111    ,2009,M04,       1.296
APU0000706111    ,2009,M05,       1.304
APU0000706111    ,2009,M06,       1.282
APU0000706111    ,2009,M07,       1.261
APU0000706111    ,2009,M08,       1.287
APU0000706111    ,2009,M09,       1.258
APU0000706111    ,2009,M10,       1.244
APU0000706111    ,2009,M11,       1.256
APU0000706111    ,2009,M12,       1.267
APU0000706111    ,2010,M01,       1.265
APU0000706111    ,2010,M02,       1.265
APU0000706111    ,2010,M03,       1.231
APU0000706111    ,2010,M04,       1.230
APU0000706111    ,2010,M05,       1.259
APU0000706111    ,2010,M06,       1.239
APU0000706111    ,2010,M07,       1.280
APU0000706111    ,2010,M08,       1.254
APU0000706111    ,2010,M09,       1.276
APU0000706111    ,2010,M10,       1.302
APU0000706111    ,2010,M11,       1.277
APU0000706111    ,2010,M12,       1.280
APU0000706111    ,2011,M01,       1.241
APU0000706111    ,2011,M02,       1.266
APU0000706111    ,2011,M03,       1.269
APU0000706111    ,2011,M04,       1.261
APU0000706111    ,2011,M05,       1.302
APU0000706111    ,2011,M06,       1.305
APU0000706111    ,2011,M07,       1.306
APU0000706111    ,2011,M08,       1.296
APU0000706111    ,2011,M09,       1.294
APU0000706111    ,2011,M10,       1.312
APU0000706111    ,2011,M11,       1.304
APU0000706111    ,2011,M12,       1.340
APU0000706111    ,2012,M01,       1.334
APU0000706111    ,2012,M02,       1.356
APU0000706111    ,2012,M03,       1.372
APU0000706111    ,2012,M04,       1.401
APU0000706111    ,2012,M05,       1.347
APU0000706111    ,2012,M06,       1.390
APU0000706111    ,2012,M07,       1.454
APU0000706111    ,2012,M08,       1.433
APU0000706111    ,2012,M09,       1.455
APU0000706111    ,2012,M10,       1.530
APU0000706111    ,2012,M11,       1.512
APU0000706111    ,2012,M12,       1.482
APU0000706111    ,2013,M01,       1.497
APU0000706111    ,2013,M02,       1.456
APU0000706111    ,2013,M03,       1.471
APU0000706111    ,2013,M04,       1.473
APU0000706111    ,2013,M05,       1.466
APU0000706111    ,2013,M06,       1.509
APU0000706111    ,2013,M07,       1.484
APU0000706111    ,2013,M08,       1.489
APU0000706111    ,2013,M09,       1.528
APU0000706111    ,2013,M10,       1.543
APU0000706111    ,2013,M11,       1.518
APU0000706111    ,2013,M12,       1.520
APU0000706111    ,2014,M01,       1.529
APU0000706111    ,2014,M02,       1.504
APU0000706111    ,2014,M03,       1.544
APU0000706111    ,2014,M04,       1.530
APU0000706111    ,2014,M05,       1.556
APU0000706111    ,2014,M06,       1.503
APU0000706111    ,2014,M07,       1.495
APU0000706111    ,2014,M08,       1.572
APU0000706111    ,2014,M09,       1.543
APU0000706111    ,2014,M10,       1.549
APU0000706111    ,2014,M11,       1.533
APU0000706111    ,2014,M12,       1.541
APU0000706111    ,2015,M01,       1.546
APU0000706111    ,2015,M02,       1.550
APU0000706111    ,2015,M03,       1.545
APU0000706111    ,2015,M04,       1.539
APU0000706111    ,2015,M05,       1.483
APU0000706111    ,2015,M06,       1.515
APU0000706111    ,2015,M07,       1.487
APU0000706111    ,2015,M08,       1.428
APU0000706111    ,2015,M09,       1.415
APU0000706111    ,2015,M10,       1.430
APU0000706111    ,2015,M11,       1.484
APU0000706111    ,2015,M12,       1.437
APU0000706111    ,2016,M01,       1.429
APU0000706111    ,2016,M02,       1.478
APU0000706111    ,2016,M03,       1.463
APU0000706111    ,2016,M04,       1.496
APU0000706111    ,2016,M05,       1.489
APU0000706111    ,2016,M06,       1.408
APU0000706111    ,2016,M07,       1.445
APU0000706111    ,2016,M08,       1.426
APU0000706111    ,2016,M09,       1.487
APU0000706111    ,2016,M10,       1.502
APU0000706111    ,2016,M11,       1.478
APU0000706111    ,2016,M12,       1.463
APU0000706111    ,2017,M01,       1.418
APU0000706111    ,2017,M02,       1.473
APU0000706111    ,2017,M03,       1.462
APU0000706111    ,2017,M04,       1.444
APU0000706111    ,2017,M05,       1.499
APU0000706111    ,2017,M06,       1.497
APU0000706111    ,2017,M07,       1.496
APU0000706111    ,2017,M08,       1.489
APU0000706111    ,2017,M09,       1.480
APU0000706111    ,2017,M10,       1.484
APU0000706111    ,2017,M11,       1.451
APU0000706111    ,2017,M12,       1.470
APU0000706111    ,2018,M01,       1.509
APU0000706111    ,2018,M02,       1.478
APU0000706111    ,2018,M03,       1.502
APU0000706111    ,2018,M04,       1.511
APU0000706111    ,2018,M05,       1.523
APU0000706111    ,2018,M06,       1.514
APU0000706111    ,2018,M07,       1.519
APU0000706111    ,2018,M08,       1.511
APU0000706111    ,2018,M09,       1.487
APU0000706111    ,2018,M10,       1.444
APU0000706111    ,2018,M11,       1.501
APU0000706111    ,2018,M12,       1.466
APU0000706111    ,2019,M01,       1.473
APU0000706111    ,2019,M02,       1.486
APU0000706111    ,2019,M03,       1.468
APU0000706111    ,2019,M04,       1.463
APU0000706111    ,2019,M05,       1.479
APU0000706111    ,2019,M06,       1.590
APU0000706111    ,2019,M07,       1.562
APU0000706111    ,2019,M08,       1.514
APU0000706111    ,2019,M09,       1.487
APU0000706111    ,2019,M10,       1.538
APU0000706111    ,2019,M11,       1.430
APU0000706111    ,2019,M12,       1.450
APU0000706111    ,2020,M01,       1.409
APU0000706111    ,2020,M02,       1.362
APU0000706111    ,2020,M03,       1.400
APU0000706111    ,2020,M04,       1.571
APU0000706111    ,2020,M06,       1.747
APU0000706111    ,2020,M07,       1.712
APU0000706111    ,2020,M08,       1.609
APU0000706111    ,2020,M09,       1.542
APU0000706111    ,2020,M10,       1.580
APU0000706111    ,2020,M11,       1.639
APU0000706111    ,2020,M12,       1.621
APU0000706111    ,2021,M01,       1.595
APU0000706111    ,2021,M02,       1.583
APU0000706111    ,2021,M03,       1.543
APU0000706111    ,2021,M04,       1.515
APU0000706111    ,2021,M05,       1.486
APU0000706111    ,2021,M06,       1.474
APU0000706111    ,2021,M07,       1.435
APU0000706111    ,2021,M08,       1.472
APU0000706111    ,2021,M09,       1.504
APU0000706111    ,2021,M10,       1.523
APU0000706111    ,2021,M11,       1.583
APU0000706111    ,2021,M12,       1.606
APU0000706111    ,2022,M01,       1.622
APU0000706111    ,2022,M02,       1.632
APU0000706111    ,2022,M03,       1.724
APU0000706111    ,2022,M04,       1.794
APU0000706111    ,2022,M05,       1.824
APU0000706111    ,2022,M06,       1.826
APU0000706111    ,2022,M07,       1.880
APU0000706111    ,2022,M08,       1.879
APU0000706111    ,2022,M09,       1.891
APU0000706111    ,2022,M10,       1.863
APU0000706111    ,2022,M11,       1.843
APU0000706111    ,2022,M12,       1.830
APU0000706111    ,2023,M01,       1.855
APU0000706111    ,2023,M02,       1.894
APU0000706111    ,2023,M03,       1.868
APU0000706111    ,2023,M04,       1.873
APU0000706111    ,2023,M05,       1.920
APU0000706111    ,2023,M06,       1.953
APU0000706111    ,2023,M07,       1.891
APU0000706111    ,2023,M08,       1.958
APU0000706111    ,2023,M09,       1.901
APU0000706111    ,2023,M10,       1.926
APU0000706111    ,2023,M11,       1.976
APU0000706111    ,2023,M12,       1.955
APU0000706111    ,2024,M01,       1.987
APU0000706111    ,2024,M02,       1.951
APU0000706111    ,2024,M03,       1.991
APU0000706111    ,2024,M04,       1.953
APU0000706111    ,2024,M05,       2.013
APU0000706111    ,2024,M06,       2.007
APU0000706111    ,2024,M07,       1.988
APU0000706111    ,2024,M08,       1.988
APU0000706111    ,2024,M09,       1.979
APU0000706111    ,2024,M10,       1.987
APU0000706111    ,2024,M11,       2.076
APU0000706111    ,2024,M12,       2.061
APU0000706111    ,2025,M01,       2.061
APU0000706111    ,2025,M02,       2.051
APU0000706111    ,2025,M03,       2.064
APU0000706111    ,2025,M04,       2.059
APU0000706111    ,2025,M05,       2.061
APU0000706111    ,2025,M06,       2.086
APU0000706111    ,2025,M07,       2.078
APU0000706111    ,2025,M08,       2.076
APU0000706111    ,2025,M09,       2.061
APU0000706111    ,2025,M10,           -
APU0000706111    ,2025,M11,       2.044
APU0000706111    ,2025,M12,       2.020
APU0000706111    ,2026,M01,       2.041
APU0000706111    ,2026,M02,       2.049
APU0000706111    ,2026,M03,       2.033
APU0000706111    ,2026,M04,       2.026
APU0000706111    ,2026,M05,       2.036
APU0000706111    ,2026,M06,       2.044
APU0000706211    ,1995,M01,       1.925
APU0000706211    ,1995,M02,       1.943
APU0000706211    ,1995,M03,       2.028
APU0000706211    ,1995,M04,       1.994
APU0000706211    ,1995,M05,       2.005
APU0000706211    ,1995,M06,       1.979
APU0000706211    ,1995,M07,       1.946
APU0000706211    ,1995,M08,       1.947
APU0000706211    ,1995,M09,       2.017
APU0000706211    ,1995,M10,       2.001
APU0000706211    ,1995,M11,       2.067
APU0000706211    ,1995,M12,       1.953
APU0000706211    ,1996,M01,       1.967
APU0000706211    ,1996,M02,       2.028
APU0000706211    ,1996,M03,       1.914
APU0000706211    ,1996,M04,       1.976
APU0000706211    ,1996,M05,       2.018
APU0000706211    ,1996,M06,       2.089
APU0000706211    ,1996,M07,       2.024
APU0000706211    ,1996,M08,       2.053
APU0000706211    ,1996,M09,       2.135
APU0000706211    ,1996,M10,       2.014
APU0000706211    ,1996,M11,       2.049
APU0000706211    ,1996,M12,       2.093
APU0000706211    ,1997,M01,       2.028
APU0000706211    ,1997,M02,       2.076
APU0000706211    ,1997,M03,       1.994
APU0000706211    ,1997,M04,       2.004
APU0000706211    ,1997,M05,       2.075
APU0000706211    ,1997,M06,       2.052
APU0000706211    ,1997,M07,       2.073
APU0000706211    ,1997,M08,       2.027
APU0000706211    ,1997,M09,       2.094
APU0000706211    ,1997,M10,       1.982
APU0000706211    ,1997,M11,       2.035
APU0000706211    ,1997,M12,       1.987
APU0000706211    ,1998,M01,       2.033
APU0000706211    ,1998,M02,       1.976
APU0000706211    ,1998,M03,       1.988
APU0000706211    ,1998,M04,       2.017
APU0000706211    ,1998,M05,       2.007
APU0000706211    ,1998,M06,       2.081
APU0000706211    ,1998,M07,       2.048
APU0000706211    ,1998,M08,       2.087
APU0000706211    ,1998,M09,       2.085
APU0000706211    ,1998,M10,       2.132
APU0000706211    ,1998,M11,       2.102
APU0000706211    ,1998,M12,       2.114
APU0000706211    ,1999,M01,       2.072
APU0000706211    ,1999,M02,       2.036
APU0000706211    ,1999,M03,       2.084
APU0000706211    ,1999,M04,       2.111
APU0000706211    ,1999,M05,       2.039
APU0000706211    ,1999,M06,       2.077
APU0000706211    ,1999,M07,       2.062
APU0000706211    ,1999,M08,       2.063
APU0000706211    ,1999,M09,       2.103
APU0000706211    ,1999,M10,       2.088
APU0000706211    ,1999,M11,       2.111
APU0000706211    ,1999,M12,       2.075
APU0000706211    ,2000,M01,       2.063
APU0000706211    ,2000,M02,       1.995
APU0000706211    ,2000,M03,       2.109
APU0000706211    ,2000,M04,       2.127
APU0000706211    ,2000,M05,       2.143
APU0000706211    ,2000,M06,       2.064
APU0000706211    ,2000,M07,       2.067
APU0000706211    ,2000,M08,       2.126
APU0000706211    ,2000,M09,       2.089
APU0000706211    ,2000,M10,       2.086
APU0000706211    ,2000,M11,       2.069
APU0000706211    ,2000,M12,       2.144
APU0000706211    ,2001,M01,       2.133
APU0000706211    ,2001,M02,       2.058
APU0000706211    ,2001,M03,       2.066
APU0000706211    ,2001,M04,       2.081
APU0000706211    ,2001,M05,       2.058
APU0000706211    ,2001,M06,       2.024
APU0000706211    ,2001,M07,       2.058
APU0000706211    ,2001,M08,       2.127
APU0000706211    ,2001,M09,       2.088
APU0000706211    ,2001,M10,       2.151
APU0000706211    ,2001,M11,       2.056
APU0000706211    ,2001,M12,       2.107
APU0000706211    ,2002,M01,       2.066
APU0000706211    ,2002,M02,       2.175
APU0000706211    ,2002,M03,       2.120
APU0000706211    ,2002,M04,       2.187
APU0000706211    ,2002,M05,       2.184
APU0000706211    ,2002,M06,       2.134
APU0000706211    ,2002,M07,       2.220
APU0000706211    ,2002,M08,       2.290
APU0000706211    ,2002,M09,       2.243
APU0000706211    ,2002,M10,       2.259
APU0000706211    ,2002,M11,       2.359
APU0000706211    ,2002,M12,       2.327
APU0000706211    ,2003,M01,       2.260
APU0000706211    ,2003,M02,       2.236
APU0000706211    ,2003,M03,       2.247
APU0000706211    ,2003,M04,       2.293
APU0000706211    ,2003,M05,       2.268
APU0000706211    ,2006,M02,       2.068
APU0000706211    ,2006,M05,       2.053
APU0000706211    ,2006,M06,       2.057
APU0000706211    ,2006,M07,       2.134
APU0000706211    ,2006,M08,       2.188
APU0000706211    ,2006,M09,       2.094
APU0000706211    ,2006,M10,       2.148
APU0000706211    ,2006,M11,       2.218
APU0000706211    ,2006,M12,       2.174
APU0000706211    ,2007,M01,       2.135
APU0000706211    ,2007,M02,       2.268
APU0000706211    ,2007,M03,       2.242
APU0000706211    ,2007,M04,       2.322
APU0000706211    ,2007,M05,       2.312
APU0000706211    ,2007,M06,       2.251
APU0000706211    ,2007,M07,       2.379
APU0000706211    ,2007,M08,       2.339
APU0000706211    ,2007,M09,       2.253
APU0000706211    ,2007,M10,       2.285
APU0000706211    ,2007,M11,       2.287
APU0000706211    ,2007,M12,       2.310
APU0000706211    ,2008,M01,       2.321
APU0000706211    ,2008,M02,       2.364
APU0000706211    ,2008,M03,       2.377
APU0000706211    ,2008,M04,       2.414
APU0000706211    ,2008,M05,       2.392
APU0000706211    ,2008,M06,       2.424
APU0000706211    ,2008,M07,       2.392
APU0000706211    ,2008,M08,       2.321
APU0000706211    ,2008,M09,       2.304
APU0000706211    ,2008,M10,       2.282
APU0000706211    ,2008,M11,       2.374
APU0000706211    ,2008,M12,       2.317
APU0000706211    ,2009,M01,       2.457
APU0000706211    ,2009,M02,       2.357
APU0000706211    ,2009,M03,       2.151
APU0000706211    ,2009,M04,       2.376
APU0000706211    ,2009,M05,       2.445
APU0000706211    ,2009,M06,       2.354
APU0000706211    ,2009,M07,       2.274
APU0000706211    ,2009,M08,       2.319
APU0000706211    ,2009,M09,       2.366
APU0000706211    ,2009,M10,       2.250
APU0000706211    ,2009,M11,       2.266
APU0000706211    ,2009,M12,       2.294
APU0000706211    ,2010,M01,       2.277
APU0000706211    ,2010,M02,       2.230
APU0000706211    ,2010,M03,       2.252
APU0000706211    ,2010,M04,       2.149
APU0000706211    ,2010,M05,       2.346
APU0000706211    ,2010,M06,       2.309
APU0000706211    ,2010,M07,       2.322
APU0000706211    ,2010,M08,       2.281
APU0000706211    ,2010,M09,       2.308
APU0000706211    ,2010,M10,       2.391
APU0000706211    ,2010,M11,       2.417
APU0000706211    ,2010,M12,       2.355
APU0000706211    ,2011,M01,       2.375
APU0000706211    ,2011,M02,       2.285
APU0000706211    ,2011,M03,       2.327
APU0000706211    ,2011,M04,       2.255
APU0000706211    ,2011,M05,       2.123
APU0000706211    ,2011,M06,       2.307
APU0000706211    ,2011,M07,       2.206
APU0000706211    ,2011,M08,       2.300
APU0000706211    ,2011,M09,       2.200
APU0000706211    ,2011,M10,       2.385
APU0000706212    ,1995,M01,       1.112
APU0000706212    ,1995,M02,       1.146
APU0000706212    ,1995,M03,       1.153
APU0000706212    ,1995,M04,       1.152
APU0000706212    ,1995,M05,       1.141
APU0000706212    ,1995,M06,       1.134
APU0000706212    ,1995,M07,       1.130
APU0000706212    ,1995,M08,       1.150
APU0000706212    ,1995,M09,       1.195
APU0000706212    ,1995,M10,       1.176
APU0000706212    ,1995,M11,       1.209
APU0000706212    ,1995,M12,       1.201
APU0000706212    ,1996,M01,       1.218
APU0000706212    ,1996,M02,       1.232
APU0000706212    ,1996,M03,       1.217
APU0000706212    ,1996,M04,       1.212
APU0000706212    ,1996,M05,       1.234
APU0000706212    ,1996,M06,       1.205
APU0000706212    ,1996,M07,       1.239
APU0000706212    ,1996,M08,       1.252
APU0000706212    ,1996,M09,       1.299
APU0000706212    ,1996,M10,       1.285
APU0000706212    ,1996,M11,       1.235
APU0000706212    ,1996,M12,       1.256
APU0000706212    ,1997,M01,       1.265
APU0000706212    ,1997,M02,       1.239
APU0000706212    ,1997,M03,       1.231
APU0000706212    ,1997,M04,       1.215
APU0000706212    ,1997,M05,       1.221
APU0000706212    ,1997,M06,       1.243
APU0000706212    ,1997,M07,       1.255
APU0000706212    ,1997,M08,       1.216
APU0000706212    ,1997,M09,       1.227
APU0000706212    ,1997,M10,       1.236
